Skill 1,Skill 2,Correlation
life_cycle,sap,0.025979
security,virtualization,0.025848
life_cycle,prototyping,0.025825
prototyping,spring,0.025800
virtualization,wcf,0.025666
design_implementation,legacy,0.025645
innovative,ios,0.025609
deployment,libvirt,0.025412
deployment,qemu,0.025412
deployment,virtualbox,0.025412
php,version-control,0.025368
azure,mobile_applications,0.025187
management_skills,saas,0.025130
development_experience,sap,0.025061
ajax,reporting,0.024960
mysql,saas,0.024677
erp,testing,0.024652
azure,r,0.024620
wcf,windows-mobile,0.024458
objective-c,postgresql,0.024219
jquery,partner,0.024078
openerp,testing,0.023910
deployment,linux-kernel,0.023752
executive_level,reporting,0.023618
ofbiz,testing,0.023508
distributed-computing,virtual-machine,0.023501
css,driven,0.023378
software_development,supply_chain,0.023375
business_requirements,jquery,0.023338
ajax,vmware,0.023293
experience_software_development_lifecycle,visual-studio,0.023283
consumer_insights,visual-studio,0.023283
driven,tfs,0.023214
experience_web_technologies,magento,0.023205
hdfs,mobile_applications,0.023174
cordova,windows,0.023135
deliver,sap,0.022925
legacy,sql-server,0.022848
ajax,phonegap,0.022757
application_modernization,cloud_computing,0.022646
automation,oracle,0.022601
hdfs,software_development_life_cycle,0.022593
algorithm,migration,0.022572
cloud-hosting,html5,0.022504
actionscript,git,0.022463
architect,html,0.022427
spring,virtualization,0.022353
marketing,reporting,0.022353
asp.net,wpf,0.022314
ability_manage,database,0.022193
cloud_computing,modernization,0.022177
reporting-services,sugarcrm,0.021883
reporting-services,vtiger,0.021883
reporting-services,workflow,0.021883
dynamics-crm,jira,0.021882
java,openerp,0.021825
libvirt,puppet,0.021796
puppet,qemu,0.021796
puppet,virtualbox,0.021796
deployment,osx,0.021787
data-warehousing,marketing,0.021720
oracle,postgresql,0.021676
ssl,web-applications,0.021582
architecture_experience,sql,0.021502
development_experience,prototyping,0.021458
html,sql-server,0.021370
consultant,open-source,0.021038
testing,windows,0.020986
erp,java,0.020928
php,tfs,0.020926
jvm,spring,0.020697
hdfs,saas,0.020693
distributed-computing,ruby,0.020660
.net,ssas,0.020659
html5,visual-studio,0.020644
azure,networking,0.020615
agile-project-management,architecture_experience,0.020593
architecture_experience,estimation,0.020593
architecture_experience,extreme-programming,0.020593
architecture_experience,greenhopper,0.020593
architecture_experience,sprint,0.020593
architecture_experience,tdd,0.020593
data-warehousing,soa,0.020586
architecture_experience,consultant,0.020569
deliver,windows,0.020437
architect,linux,0.020333
linux-kernel,puppet,0.020281
air,ajax,0.020272
hosting,r,0.020132
consultant,sql-server,0.020089
linux,spring,0.020052
encryption,tfs,0.020026
kvm,puppet,0.020003
mapreduce,web-analytics,0.019982
html5,windows,0.019900
encryption,hosting,0.019898
sql-server,ssl,0.019850
puppet,svn,0.019682
ability_manage,agile-project-management,0.019565
ability_manage,estimation,0.019565
ability_manage,extreme-programming,0.019565
ability_manage,greenhopper,0.019565
ability_manage,sprint,0.019565
ability_manage,tdd,0.019565
css,innovative,0.019453
partner,ssas,0.019426
mobile_applications,ssis,0.019406
jira,management_skills,0.019406
magento,security,0.019376
ruby-on-rails,svn,0.019359
puppet,virtual-machine,0.019247
java,ofbiz,0.019185
encryption,mongodb,0.018965
jira,testing,0.018914
hdfs,sql-server,0.018913
c#,unit-testing,0.018882
data-warehousing,jquery,0.018713
driven,government,0.018703
architecture_experience,networking,0.018566
cloud_computing,information_technology,0.018520
osx,puppet,0.018489
mobile_applications,piglatin,0.018486
mobile_applications,pig,0.018486
hbase,visual-studio,0.018418
c#,information_technology,0.018413
sap,sugarcrm,0.018296
sap,vtiger,0.018296
sap,workflow,0.018296
jquery,olap,0.018271
cloud_computing,legacy,0.018257
ability_manage,security,0.018249
cryptography,version-control,0.018247
version-control,xss,0.018247
mapreduce,software_development_life_cycle,0.018156
hadoop,statistics,0.018018
mobile_applications,ruby-on-rails,0.017969
google-analytics,hadoop,0.017923
flurry,hadoop,0.017915
creativity,linux,0.017910
architecture_experience,unit-testing,0.017852
experience_software_development_lifecycle,mobile_applications,0.017746
consumer_insights,mobile_applications,0.017746
executive_level,written_communication_skills,0.017731
html,mobile_applications,0.017679
dynamics-crm,open-source,0.017677
puppet,xen,0.017667
version-control,web-security,0.017656
software-engineering,xml,0.017643
java,mercurial,0.017541
business_requirements,cloud-hosting,0.017487
algorithm,web-analytics,0.017369
mongodb,open-source,0.017356
open-source,visual-studio,0.017297
php,virtualization,0.017208
deliver,saas,0.017167
migration,software-engineering,0.017154
consultant,html,0.017120
google-app-engine,web-analytics,0.017071
agile,consumer_insights,0.016895
agile,experience_software_development_lifecycle,0.016895
java,sharepoint,0.016679
executive_level,olap,0.016669
executive_level,hyper-v,0.016542
google-app-engine,ssas,0.016487
government,mobile_applications,0.016482
hosting,linux,0.016401
encryption,sql,0.016330
cryptography,tfs,0.016324
tfs,xss,0.016324
ruby,ubuntu,0.016289
alfresco,r,0.016230
r,workflow-activity,0.016230
r,workflow-foundation,0.016230
r,workflow-foundation-4,0.016230
flex,ssl,0.016228
leader,scrum,0.016178
cryptography,sql,0.016136
sql,xss,0.016136
azure,hyper-v,0.016115
distributed-computing,encryption,0.016113
security,ssl,0.016053
innovative,python,0.016025
business_requirements,saas,0.015977
hyper-v,testing,0.015816
agile,sql,0.015777
encryption,version-control,0.015756
saas,web-applications,0.015689
objective-c,openstack,0.015685
software_development_life_cycle,written_communication_skills,0.015641
actionscript,jvm,0.015622
tfs,web-security,0.015610
software-engineering,version-control,0.015573
cloud-hosting,kvm,0.015525
oracle,virtualization,0.015509
ability_manage,scrum,0.015437
puppet,testing,0.015389
oracle,written_communication_skills,0.015369
linux,visual-studio,0.015236
deployment,jvm,0.015186
c#,olap,0.015170
consumer_insights,project_management_skills,0.015108
experience_software_development_lifecycle,project_management_skills,0.015108
hdfs,virtualization,0.015047
mongodb,partner,0.015010
hadoop,saas,0.014979
dynamics-crm,reporting-services,0.014919
air,c#,0.014909
hosting,mobile_applications,0.014868
agile-project-management,git,0.014792
estimation,git,0.014792
extreme-programming,git,0.014792
git,greenhopper,0.014792
git,sprint,0.014792
git,tdd,0.014792
hadoop,reporting-services,0.014785
project_management_skills,svn,0.014752
ajax,hyper-v,0.014745
hyper-v,xml,0.014718
mercurial,r,0.014697
marketing,open-source,0.014673
jquery,visual-studio,0.014633
algorithm,css,0.014457
git,prototyping,0.014400
android,application_modernization,0.014334
security,software_development_life_cycle,0.014330
alfresco,continuous-integration,0.014327
continuous-integration,workflow-activity,0.014327
continuous-integration,workflow-foundation,0.014327
continuous-integration,workflow-foundation-4,0.014327
hosting,html5,0.014248
sql,web-security,0.014220
computer-science,open-source,0.014134
css,web-analytics,0.014122
azure,business_requirements,0.014098
cloud,management_skills,0.014029
actionscript,ajax,0.014012
cloud-hosting,networking,0.014005
jvm,ruby,0.013944
architecture_experience,kanban,0.013903
saas,xen,0.013889
r,sharepoint,0.013845
postgresql,saas,0.013809
ruby,scrum,0.013800
magento,testing,0.013770
android,modernization,0.013678
.net,olap,0.013581
android,c#,0.013432
scrum,soa,0.013416
information_technology,linux,0.013310
encryption,python,0.013118
ability_manage,unit-testing,0.013105
experience_software_development_lifecycle,ubuntu,0.013058
consumer_insights,ubuntu,0.013058
deployment,experience_software_development_lifecycle,0.012998
consumer_insights,deployment,0.012998
continuous-integration,mercurial,0.012914
architect,windows,0.012728
cloud,database,0.012644
ruby,ruby-on-rails,0.012530
jvm,puppet,0.012492
communication_skills,migration,0.012442
spring,sql-server,0.012407
phonegap,web-security,0.012248
architecture_experience,jira,0.012162
computer-science,mainframe,0.012082
passionate,sql,0.012020
air,windows,0.012006
apache,hadoop,0.011934
css,software_development_life_cycle,0.011907
deployment,svn,0.011830
passionate,ubuntu,0.011762
application_modernization,ios,0.011650
css,life_cycle,0.011608
deployment,wpf,0.011569
design_implementation,libvirt,0.011545
design_implementation,qemu,0.011545
design_implementation,virtualbox,0.011545
security,vmware,0.011489
agile-project-management,open-source,0.011382
estimation,open-source,0.011382
extreme-programming,open-source,0.011382
greenhopper,open-source,0.011382
open-source,sprint,0.011382
open-source,tdd,0.011382
java,web-analytics,0.011381
hadoop,leader,0.011250
open-source,written_communication_skills,0.011194
css,ruby-on-rails,0.011161
mainframe,performance,0.011157
ssas,web-applications,0.011155
deliver,innovative,0.011102
javascript,unix,0.010977
management_skills,statistics,0.010830
ssas,wcf,0.010817
life_cycle,oracle,0.010808
performance,security,0.010711
cryptography,mongodb,0.010652
mongodb,xss,0.010652
google-analytics,management_skills,0.010636
flurry,management_skills,0.010621
ruby,xen,0.010611
driven,php,0.010251
postgresql,virtualization,0.010248
c#,svn,0.010177
erp,marketing,0.010172
architect,cloud_computing,0.010109
mongodb,web-security,0.010096
executive_level,ssis,0.010034
modernization,vmware,0.009993
google-app-engine,javascript,0.009985
ajax,mobile_applications,0.009977
information_technology,written_communication_skills,0.009965
pig,software_development_life_cycle,0.009910
piglatin,software_development_life_cycle,0.009910
executive_level,mongodb,0.009840
cryptography,mercurial,0.009744
mercurial,xss,0.009744
marketing,ofbiz,0.009713
nosql,software_development_life_cycle,0.009701
application_development,marketing,0.009689
encryption,openstack,0.009656
cryptography,python,0.009591
python,xss,0.009591
magento,responsive-design,0.009542
magento,sencha-touch,0.009542
html,video,0.009537
mobile_applications,phonegap,0.009520
cassandra,software_development_life_cycle,0.009404
architecture_experience,tfs,0.009332
hbase,software_development_life_cycle,0.009319
mercurial,web-security,0.009282
ruby,virtual-machine,0.009273
leader,saas,0.009204
architect,hadoop,0.009196
puppet,wpf,0.009161
saas,scrum,0.009066
algorithm,oracle,0.009053
distributed-computing,html5,0.009040
google-app-engine,kvm,0.009015
marketing,openerp,0.008930
git,kanban,0.008783
computer-science,deliver,0.008773
unit-testing,visual-studio,0.008752
computer-science,hadoop,0.008729
cloud_computing,visual-studio,0.008711
piglatin,sql-server,0.008706
pig,sql-server,0.008706
kvm,ruby,0.008623
dynamics-crm,sap,0.008589
consultant,innovative,0.008574
google-app-engine,networking,0.008520
flex,magento,0.008515
wcf,wpf,0.008467
leader,migration,0.008462
architecture_experience,migration,0.008363
cryptography,linux-kernel,0.008355
linux-kernel,xss,0.008355
python,web-security,0.008337
design_implementation,linux-kernel,0.008276
design_implementation,kvm,0.008276
linux-kernel,ruby,0.008250
application_development,svn,0.008223
mobile_applications,responsive-design,0.008193
mobile_applications,sencha-touch,0.008193
openstack,r,0.008138
kanban,open-source,0.007929
linux-kernel,web-security,0.007893
ios,modernization,0.007811
encryption,mercurial,0.007804
css,written_communication_skills,0.007766
ability_manage,government,0.007631
architecture_experience,web-applications,0.007554
data-warehousing,google-app-engine,0.007441
dynamics-crm,svn,0.007362
ajax,algorithm,0.007306
development_experience,software_development_life_cycle,0.007220
cloud,php,0.007148
hyper-v,olap,0.007147
dynamics-crm,wcf,0.007046
libvirt,ruby,0.007031
qemu,ruby,0.007031
ruby,virtualbox,0.007031
experience_web_technologies,sql-server,0.006924
application_modernization,vmware,0.006905
ability_manage,development_experience,0.006892
design_implementation,virtual-machine,0.006883
business_requirements,hosting,0.006828
automation,prototyping,0.006819
nosql,php,0.006770
css,performance,0.006683
distributed-computing,kvm,0.006673
android,legacy,0.006625
design_implementation,mainframe,0.006533
business_requirements,google-app-engine,0.006510
puppet,ubuntu,0.006498
ruby-on-rails,virtualization,0.006476
cloud,web-applications,0.006447
creativity,testing,0.006433
encryption,linux-kernel,0.006417
database,driven,0.006383
cassandra,javascript,0.006363
ruby-on-rails,saas,0.006239
mapreduce,statistics,0.006164
google-analytics,mapreduce,0.006083
osx,ruby,0.006082
flurry,mapreduce,0.006073
olap,vmware,0.006068
design_implementation,osx,0.006019
google-app-engine,reporting,0.005989
magento,windows-mobile,0.005977
agile,javascript,0.005944
architect,javascript,0.005878
partner,postgresql,0.005841
ruby,virtualization,0.005776
management_skills,reporting-services,0.005740
government,windows,0.005709
r,software_development_life_cycle,0.005689
application_development,executive_level,0.005596
html,innovative,0.005493
sql,svn,0.005448
git,project_management_skills,0.005392
flex,image-processing,0.005390
phonegap,windows,0.005373
computer-science,consultant,0.005299
css,management_skills,0.005226
open-source,unit-testing,0.005171
jquery,mobile_applications,0.005072
hive,software_development_life_cycle,0.005029
hdfs,passionate,0.005006
driven,windows,0.004987
testing,xml,0.004892
saas,sap,0.004777
consultant,written_communication_skills,0.004661
driven,life_cycle,0.004645
c#,mongodb,0.004621
magento,sugarcrm,0.004620
magento,workflow,0.004620
magento,vtiger,0.004620
openerp,sharepoint,0.004619
deliver,life_cycle,0.004539
hosting,performance,0.004531
government,xml,0.004434
git,unix,0.004306
life_cycle,management_skills,0.004297
reporting,xml,0.004252
application_development,javascript,0.004238
design_implementation,xen,0.004110
prototyping,puppet,0.004076
osx,tfs,0.004074
consultant,sap,0.004020
hadoop,ssas,0.004020
scrum,security,0.003990
mainframe,supply_chain,0.003925
magento,web-security,0.003909
asp.net,data-warehousing,0.003893
deliver,government,0.003837
partner,reporting,0.003833
cryptography,magento,0.003775
magento,xss,0.003775
project_management_skills,sap,0.003720
puppet,scrum,0.003622
hadoop,software_development_life_cycle,0.003478
application_modernization,scrum,0.003404
mapreduce,reporting-services,0.003400
cloud-hosting,sql,0.003399
security,supply_chain,0.003265
hadoop,visual-studio,0.003235
ios,postgresql,0.003177
c#,saas,0.003138
jquery,linq,0.003102
open-source,postgresql,0.003018
javascript,nosql,0.002892
linq,performance,0.002870
government,unix,0.002387
deliver,security,0.002350
asp.net,vmware,0.002346
experience_software_development_lifecycle,hdfs,0.002311
consumer_insights,hdfs,0.002311
asp.net,hyper-v,0.002278
cordova,wcf,0.002276
experience_web_technologies,open-source,0.002245
partner,sql,0.002226
life_cycle,open-source,0.002179
ios,legacy,0.002125
mapreduce,saas,0.001836
air,magento,0.001806
hadoop,networking,0.001768
encryption,magento,0.001682
ruby,visual-studio,0.001569
executive_level,government,0.001554
experience_web_technologies,software-engineering,0.001543
google-app-engine,olap,0.001492
architecture_experience,xml,0.001479
cordova,magento,0.001434
postgresql,ssl,0.001406
html,reporting,0.001376
c#,sugarcrm,0.001333
c#,workflow,0.001333
c#,vtiger,0.001333
oracle,supply_chain,0.001324
consultant,hyper-v,0.001287
scrum,software_development,0.001194
modernization,scrum,0.001138
flex,mobile_applications,0.001115
cloud_computing,mainframe,0.001043
driven,ubuntu,0.001042
experience_web_technologies,web-analytics,0.001005
architecture_experience,ruby,0.000968
ability_manage,jira,0.000966
cassandra,php,0.000943
sharepoint,xml,0.000887
continuous-integration,version-control,0.000853
ajax,ruby-on-rails,0.000761
xml,xss,0.000634
cryptography,xml,0.000634
google-app-engine,jquery,0.000569
.net,web-analytics,0.000519
magento,marketing,0.000479
postgresql,ubuntu,0.000470
html5,openstack,0.000433
passionate,xen,0.000420
git,scrum,0.000410
ruby-on-rails,sap,0.000399
creativity,linq,0.000357
software-engineering,software_development,0.000318
r,version-control,0.000252
apache,jvm,0.000214
cloud_computing,migration,0.000200
