Column 0,Date,Hospital,Asthma Related Admissions,OZONE,PM10,PM2.5
340,1/17/2017 12:00:00 AM,Brooklyn Methodist Hospital,15,24,33,74
341,1/18/2017 12:00:00 AM,Brooklyn Methodist Hospital,21,26,6,53
342,1/19/2017 12:00:00 AM,Brooklyn Methodist Hospital,3,21,8,50
343,1/20/2017 12:00:00 AM,Brooklyn Methodist Hospital,7,20,12,56
344,1/21/2017 12:00:00 AM,Brooklyn Methodist Hospital,14,8,22,63
345,1/22/2017 12:00:00 AM,Brooklyn Methodist Hospital,26,23,20,62
346,1/23/2017 12:00:00 AM,Brooklyn Methodist Hospital,25,33,6,38
347,1/24/2017 12:00:00 AM,Brooklyn Methodist Hospital,28,31,2,31
348,1/25/2017 12:00:00 AM,Brooklyn Methodist Hospital,3,29,9,39
349,1/26/2017 12:00:00 AM,Brooklyn Methodist Hospital,13,21,12,59
350,1/27/2017 12:00:00 AM,Brooklyn Methodist Hospital,3,23,5,39
351,1/28/2017 12:00:00 AM,Brooklyn Methodist Hospital,18,25,5,37
352,1/29/2017 12:00:00 AM,Brooklyn Methodist Hospital,32,32,9,49
353,1/30/2017 12:00:00 AM,Brooklyn Methodist Hospital,12,34,7,35
354,1/31/2017 12:00:00 AM,Brooklyn Methodist Hospital,22,27,11,62
355,2/1/2017 12:00:00 AM,Brooklyn Methodist Hospital,21,31,14,41
356,2/2/2017 12:00:00 AM,Brooklyn Methodist Hospital,20,33,10,37
357,2/3/2017 12:00:00 AM,Brooklyn Methodist Hospital,4,34,12,44
358,2/4/2017 12:00:00 AM,Brooklyn Methodist Hospital,10,36,10,43
359,2/5/2017 12:00:00 AM,Brooklyn Methodist Hospital,13,31,18,52
360,2/6/2017 12:00:00 AM,Brooklyn Methodist Hospital,3,35,19,55
361,2/7/2017 12:00:00 AM,Brooklyn Methodist Hospital,10,23,24,68
362,2/8/2017 12:00:00 AM,Brooklyn Methodist Hospital,7,28,21,58
363,2/9/2017 12:00:00 AM,Brooklyn Methodist Hospital,21,35,5,34
364,2/10/2017 12:00:00 AM,Brooklyn Methodist Hospital,6,35,10,38
365,2/11/2017 12:00:00 AM,Brooklyn Methodist Hospital,2,19,28,62
366,2/13/2016 12:00:00 AM,Columbia University Medical Center,14,34,13,54
367,2/14/2016 12:00:00 AM,Columbia University Medical Center,29,26,6,41
368,2/15/2016 12:00:00 AM,Columbia University Medical Center,0,19,16,62
369,2/16/2016 12:00:00 AM,Columbia University Medical Center,11,35,15,52
370,2/17/2016 12:00:00 AM,Columbia University Medical Center,27,26,9,45
371,2/18/2016 12:00:00 AM,Columbia University Medical Center,26,35,10,31
372,2/19/2016 12:00:00 AM,Columbia University Medical Center,4,28,13,43
373,2/20/2016 12:00:00 AM,Columbia University Medical Center,16,35,13,59
374,2/21/2016 12:00:00 AM,Columbia University Medical Center,22,33,8,52
375,2/22/2016 12:00:00 AM,Columbia University Medical Center,27,32,6,30
376,2/23/2016 12:00:00 AM,Columbia University Medical Center,13,33,5,55
377,2/24/2016 12:00:00 AM,Columbia University Medical Center,4,30,5,33
378,2/25/2016 12:00:00 AM,Columbia University Medical Center,9,31,NA,42
379,2/26/2016 12:00:00 AM,Columbia University Medical Center,2,35,3,32
380,2/27/2016 12:00:00 AM,Columbia University Medical Center,1,35,6,51
381,2/28/2016 12:00:00 AM,Columbia University Medical Center,19,37,14,59
382,2/29/2016 12:00:00 AM,Columbia University Medical Center,3,33,15,50
383,3/1/2016 12:00:00 AM,Columbia University Medical Center,2,40,12,41
384,3/2/2016 12:00:00 AM,Columbia University Medical Center,3,34,10,54
385,3/3/2016 12:00:00 AM,Columbia University Medical Center,17,33,6,34
386,3/4/2016 12:00:00 AM,Columbia University Medical Center,4,32,13,43
387,3/5/2016 12:00:00 AM,Columbia University Medical Center,9,35,8,36
388,3/6/2016 12:00:00 AM,Columbia University Medical Center,29,38,10,47
389,3/7/2016 12:00:00 AM,Columbia University Medical Center,3,31,29,65
390,3/8/2016 12:00:00 AM,Columbia University Medical Center,13,35,38,76
391,3/9/2016 12:00:00 AM,Columbia University Medical Center,8,31,51,82
392,3/10/2016 12:00:00 AM,Columbia University Medical Center,11,44,28,68
393,3/11/2016 12:00:00 AM,Columbia University Medical Center,17,31,7,20
394,3/12/2016 12:00:00 AM,Columbia University Medical Center,27,26,9,26
395,3/13/2016 12:00:00 AM,Columbia University Medical Center,1,39,12,35
396,3/14/2016 12:00:00 AM,Columbia University Medical Center,2,35,10,23
397,3/15/2016 12:00:00 AM,Columbia University Medical Center,8,33,6,42
398,3/16/2016 12:00:00 AM,Columbia University Medical Center,17,29,21,44
399,3/17/2016 12:00:00 AM,Columbia University Medical Center,12,39,12,29
400,3/18/2016 12:00:00 AM,Columbia University Medical Center,21,37,6,38
401,3/19/2016 12:00:00 AM,Columbia University Medical Center,7,37,3,23
402,3/20/2016 12:00:00 AM,Columbia University Medical Center,4,40,7,23
403,3/21/2016 12:00:00 AM,Columbia University Medical Center,20,40,8,27
404,3/22/2016 12:00:00 AM,Columbia University Medical Center,3,42,13,31
405,3/23/2016 12:00:00 AM,Columbia University Medical Center,9,58,20,55
406,3/24/2016 12:00:00 AM,Columbia University Medical Center,2,42,19,53
407,3/25/2016 12:00:00 AM,Columbia University Medical Center,3,42,25,55
408,3/26/2016 12:00:00 AM,Columbia University Medical Center,15,35,6,21
409,3/27/2016 12:00:00 AM,Columbia University Medical Center,23,39,9,22
410,3/28/2016 12:00:00 AM,Columbia University Medical Center,28,40,4,21
411,3/29/2016 12:00:00 AM,Columbia University Medical Center,21,44,2,24
412,3/30/2016 12:00:00 AM,Columbia University Medical Center,22,44,13,33
413,3/31/2016 12:00:00 AM,Columbia University Medical Center,0,49,26,49
414,4/1/2016 12:00:00 AM,Columbia University Medical Center,10,45,14,48
415,4/2/2016 12:00:00 AM,Columbia University Medical Center,2,37,8,23
416,4/3/2016 12:00:00 AM,Columbia University Medical Center,27,40,3,25
417,4/4/2016 12:00:00 AM,Columbia University Medical Center,14,31,8,46
418,4/5/2016 12:00:00 AM,Columbia University Medical Center,20,40,9,32
419,4/6/2016 12:00:00 AM,Columbia University Medical Center,23,46,13,24
420,4/7/2016 12:00:00 AM,Columbia University Medical Center,20,43,12,25
421,4/8/2016 12:00:00 AM,Columbia University Medical Center,18,38,5,37
422,4/9/2016 12:00:00 AM,Columbia University Medical Center,3,36,8,41
423,4/10/2016 12:00:00 AM,Columbia University Medical Center,1,40,9,27
424,4/11/2016 12:00:00 AM,Columbia University Medical Center,27,44,22,44
425,4/12/2016 12:00:00 AM,Columbia University Medical Center,19,36,13,37
426,4/13/2016 12:00:00 AM,Columbia University Medical Center,20,39,7,25
427,4/14/2016 12:00:00 AM,Columbia University Medical Center,15,39,8,30
428,4/15/2016 12:00:00 AM,Columbia University Medical Center,16,42,8,32
429,4/16/2016 12:00:00 AM,Columbia University Medical Center,10,46,6,27
430,4/17/2016 12:00:00 AM,Columbia University Medical Center,23,50,12,38
431,4/18/2016 12:00:00 AM,Columbia University Medical Center,3,74,21,42
432,4/19/2016 12:00:00 AM,Columbia University Medical Center,0,51,17,30
433,4/20/2016 12:00:00 AM,Columbia University Medical Center,25,49,9,17
434,4/21/2016 12:00:00 AM,Columbia University Medical Center,13,71,22,52
435,4/22/2016 12:00:00 AM,Columbia University Medical Center,17,74,36,86
436,4/23/2016 12:00:00 AM,Columbia University Medical Center,2,39,11,31
437,4/24/2016 12:00:00 AM,Columbia University Medical Center,2,47,6,21
438,4/25/2016 12:00:00 AM,Columbia University Medical Center,24,47,17,44
439,4/26/2016 12:00:00 AM,Columbia University Medical Center,17,33,19,44
440,4/27/2016 12:00:00 AM,Columbia University Medical Center,0,35,11,19
441,4/28/2016 12:00:00 AM,Columbia University Medical Center,12,45,11,22
442,4/29/2016 12:00:00 AM,Columbia University Medical Center,7,43,13,23
443,4/30/2016 12:00:00 AM,Columbia University Medical Center,2,48,10,22
444,5/1/2016 12:00:00 AM,Columbia University Medical Center,21,38,5,14
445,5/2/2016 12:00:00 AM,Columbia University Medical Center,7,31,19,47
446,5/3/2016 12:00:00 AM,Columbia University Medical Center,26,29,7,19
447,5/4/2016 12:00:00 AM,Columbia University Medical Center,2,28,5,14
448,5/5/2016 12:00:00 AM,Columbia University Medical Center,22,29,4,21
449,5/6/2016 12:00:00 AM,Columbia University Medical Center,1,28,6,17
450,5/7/2016 12:00:00 AM,Columbia University Medical Center,4,25,7,19
451,5/8/2016 12:00:00 AM,Columbia University Medical Center,27,37,8,21
452,5/9/2016 12:00:00 AM,Columbia University Medical Center,27,47,14,40
453,5/10/2016 12:00:00 AM,Columbia University Medical Center,23,35,10,21
454,5/11/2016 12:00:00 AM,Columbia University Medical Center,16,44,18,48
455,5/12/2016 12:00:00 AM,Columbia University Medical Center,14,97,26,54
456,5/13/2016 12:00:00 AM,Columbia University Medical Center,27,34,24,69
457,5/14/2016 12:00:00 AM,Columbia University Medical Center,3,49,11,61
458,5/15/2016 12:00:00 AM,Columbia University Medical Center,7,30,3,27
459,5/16/2016 12:00:00 AM,Columbia University Medical Center,1,41,8,47
460,5/17/2016 12:00:00 AM,Columbia University Medical Center,14,38,14,64
461,5/18/2016 12:00:00 AM,Columbia University Medical Center,34,42,10,59
462,5/19/2016 12:00:00 AM,Columbia University Medical Center,9,45,16,65
463,5/20/2016 12:00:00 AM,Columbia University Medical Center,29,48,12,28
464,5/21/2016 12:00:00 AM,Columbia University Medical Center,10,44,16,34
465,5/22/2016 12:00:00 AM,Columbia University Medical Center,23,48,9,22
466,5/23/2016 12:00:00 AM,Columbia University Medical Center,17,58,15,31
467,5/24/2016 12:00:00 AM,Columbia University Medical Center,44,38,12,39
468,5/25/2016 12:00:00 AM,Columbia University Medical Center,4,151,24,66
469,5/26/2016 12:00:00 AM,Columbia University Medical Center,22,133,28,67
470,5/27/2016 12:00:00 AM,Columbia University Medical Center,35,101,39,74
471,5/28/2016 12:00:00 AM,Columbia University Medical Center,28,112,26,58
472,5/29/2016 12:00:00 AM,Columbia University Medical Center,0,74,13,34
473,5/30/2016 12:00:00 AM,Columbia University Medical Center,11,37,NA,19
474,5/31/2016 12:00:00 AM,Columbia University Medical Center,18,64,NA,34
475,6/1/2016 12:00:00 AM,Columbia University Medical Center,18,54,15,41
476,6/2/2016 12:00:00 AM,Columbia University Medical Center,27,44,13,33
477,6/3/2016 12:00:00 AM,Columbia University Medical Center,1,24,14,37
478,6/4/2016 12:00:00 AM,Columbia University Medical Center,11,71,18,50
479,6/5/2016 12:00:00 AM,Columbia University Medical Center,13,35,3,18
480,6/6/2016 12:00:00 AM,Columbia University Medical Center,30,71,8,26
481,6/7/2016 12:00:00 AM,Columbia University Medical Center,46,71,11,37
482,6/8/2016 12:00:00 AM,Columbia University Medical Center,5,28,5,17
483,6/9/2016 12:00:00 AM,Columbia University Medical Center,37,42,8,12
484,6/10/2016 12:00:00 AM,Columbia University Medical Center,10,42,7,16
485,6/11/2016 12:00:00 AM,Columbia University Medical Center,34,101,20,55
486,6/12/2016 12:00:00 AM,Columbia University Medical Center,5,46,15,34
487,6/13/2016 12:00:00 AM,Columbia University Medical Center,1,29,3,27
488,6/14/2016 12:00:00 AM,Columbia University Medical Center,11,40,6,23
489,6/15/2016 12:00:00 AM,Columbia University Medical Center,7,87,12,38
490,6/16/2016 12:00:00 AM,Columbia University Medical Center,9,44,21,54
491,6/17/2016 12:00:00 AM,Columbia University Medical Center,11,50,16,36
492,6/18/2016 12:00:00 AM,Columbia University Medical Center,1,84,11,32
493,6/19/2016 12:00:00 AM,Columbia University Medical Center,32,84,16,35
494,6/20/2016 12:00:00 AM,Columbia University Medical Center,40,71,18,39
495,6/21/2016 12:00:00 AM,Columbia University Medical Center,2,90,15,42
496,6/22/2016 12:00:00 AM,Columbia University Medical Center,18,54,15,45
497,6/23/2016 12:00:00 AM,Columbia University Medical Center,20,64,25,57
498,6/24/2016 12:00:00 AM,Columbia University Medical Center,21,87,20,55
499,6/25/2016 12:00:00 AM,Columbia University Medical Center,5,77,14,37
500,6/26/2016 12:00:00 AM,Columbia University Medical Center,31,115,15,45
501,6/27/2016 12:00:00 AM,Columbia University Medical Center,9,49,18,47
502,6/28/2016 12:00:00 AM,Columbia University Medical Center,9,36,11,41
503,6/29/2016 12:00:00 AM,Columbia University Medical Center,9,54,10,30
504,6/30/2016 12:00:00 AM,Columbia University Medical Center,3,58,12,27
505,7/1/2016 12:00:00 AM,Columbia University Medical Center,11,44,15,33
506,7/2/2016 12:00:00 AM,Columbia University Medical Center,41,32,9,20
507,7/3/2016 12:00:00 AM,Columbia University Medical Center,39,44,11,29
508,7/4/2016 12:00:00 AM,Columbia University Medical Center,34,64,18,50
509,7/5/2016 12:00:00 AM,Columbia University Medical Center,28,44,NA,22
510,7/6/2016 12:00:00 AM,Columbia University Medical Center,32,115,16,52
511,7/7/2016 12:00:00 AM,Columbia University Medical Center,26,80,23,57
512,7/8/2016 12:00:00 AM,Columbia University Medical Center,43,50,17,46
513,7/9/2016 12:00:00 AM,Columbia University Medical Center,1,23,10,17
514,7/10/2016 12:00:00 AM,Columbia University Medical Center,20,34,4,12
515,7/11/2016 12:00:00 AM,Columbia University Medical Center,34,42,6,12
516,7/12/2016 12:00:00 AM,Columbia University Medical Center,41,67,11,28
517,7/13/2016 12:00:00 AM,Columbia University Medical Center,7,44,14,27
518,7/14/2016 12:00:00 AM,Columbia University Medical Center,16,49,19,65
519,7/15/2016 12:00:00 AM,Columbia University Medical Center,27,115,19,53
520,7/16/2016 12:00:00 AM,Columbia University Medical Center,3,90,14,38
521,7/17/2016 12:00:00 AM,Columbia University Medical Center,3,101,12,44
522,7/18/2016 12:00:00 AM,Columbia University Medical Center,6,90,16,47
523,7/19/2016 12:00:00 AM,Columbia University Medical Center,1,36,10,23
524,7/20/2016 12:00:00 AM,Columbia University Medical Center,10,44,11,24
525,7/21/2016 12:00:00 AM,Columbia University Medical Center,21,122,20,40
526,7/22/2016 12:00:00 AM,Columbia University Medical Center,27,140,23,77
527,7/23/2016 12:00:00 AM,Columbia University Medical Center,29,51,14,60
528,7/24/2016 12:00:00 AM,Columbia University Medical Center,39,64,13,58
529,7/25/2016 12:00:00 AM,Columbia University Medical Center,30,100,20,62
530,7/26/2016 12:00:00 AM,Columbia University Medical Center,41,44,11,27
531,7/27/2016 12:00:00 AM,Columbia University Medical Center,5,74,13,32
532,7/28/2016 12:00:00 AM,Columbia University Medical Center,2,101,23,61
533,7/29/2016 12:00:00 AM,Columbia University Medical Center,10,108,15,52
534,7/30/2016 12:00:00 AM,Columbia University Medical Center,36,80,19,61
535,7/31/2016 12:00:00 AM,Columbia University Medical Center,2,38,12,56
536,8/1/2016 12:00:00 AM,Columbia University Medical Center,9,38,10,43
537,8/2/2016 12:00:00 AM,Columbia University Medical Center,22,27,9,41
538,8/3/2016 12:00:00 AM,Columbia University Medical Center,27,38,10,39
539,8/4/2016 12:00:00 AM,Columbia University Medical Center,1,44,13,32
540,8/5/2016 12:00:00 AM,Columbia University Medical Center,5,61,16,30
541,8/6/2016 12:00:00 AM,Columbia University Medical Center,1,47,12,34
542,8/7/2016 12:00:00 AM,Columbia University Medical Center,2,37,7,19
543,8/8/2016 12:00:00 AM,Columbia University Medical Center,26,49,10,35
544,8/9/2016 12:00:00 AM,Columbia University Medical Center,29,90,15,39
545,8/10/2016 12:00:00 AM,Columbia University Medical Center,34,36,16,35
546,8/11/2016 12:00:00 AM,Columbia University Medical Center,47,84,19,45
547,8/12/2016 12:00:00 AM,Columbia University Medical Center,8,71,13,38
548,8/13/2016 12:00:00 AM,Columbia University Medical Center,12,87,18,51
549,8/14/2016 12:00:00 AM,Columbia University Medical Center,52,49,8,31
550,8/15/2016 12:00:00 AM,Columbia University Medical Center,1,64,10,32
551,8/16/2016 12:00:00 AM,Columbia University Medical Center,3,47,17,42
552,8/17/2016 12:00:00 AM,Columbia University Medical Center,54,38,7,13
553,8/18/2016 12:00:00 AM,Columbia University Medical Center,32,54,12,36
554,8/19/2016 12:00:00 AM,Columbia University Medical Center,22,74,15,39
555,8/20/2016 12:00:00 AM,Columbia University Medical Center,9,51,15,37
556,8/21/2016 12:00:00 AM,Columbia University Medical Center,23,44,10,22
557,8/22/2016 12:00:00 AM,Columbia University Medical Center,14,31,6,12
558,8/23/2016 12:00:00 AM,Columbia University Medical Center,21,61,10,22
559,8/24/2016 12:00:00 AM,Columbia University Medical Center,2,100,17,41
560,8/25/2016 12:00:00 AM,Columbia University Medical Center,9,61,20,43
561,8/26/2016 12:00:00 AM,Columbia University Medical Center,4,44,16,42
562,8/27/2016 12:00:00 AM,Columbia University Medical Center,24,44,12,29
563,8/28/2016 12:00:00 AM,Columbia University Medical Center,53,51,11,28
564,8/29/2016 12:00:00 AM,Columbia University Medical Center,18,46,11,23
565,8/30/2016 12:00:00 AM,Columbia University Medical Center,25,54,10,27
566,8/31/2016 12:00:00 AM,Columbia University Medical Center,24,77,18,44
567,9/1/2016 12:00:00 AM,Columbia University Medical Center,34,39,15,53
568,9/2/2016 12:00:00 AM,Columbia University Medical Center,4,30,6,19
569,9/3/2016 12:00:00 AM,Columbia University Medical Center,1,31,9,27
570,9/4/2016 12:00:00 AM,Columbia University Medical Center,33,34,7,19
571,9/5/2016 12:00:00 AM,Columbia University Medical Center,44,33,7,18
572,9/6/2016 12:00:00 AM,Columbia University Medical Center,33,31,7,37
573,9/7/2016 12:00:00 AM,Columbia University Medical Center,19,39,9,26
574,9/8/2016 12:00:00 AM,Columbia University Medical Center,39,97,23,56
575,9/9/2016 12:00:00 AM,Columbia University Medical Center,11,64,14,52
576,9/10/2016 12:00:00 AM,Columbia University Medical Center,53,67,20,62
577,9/11/2016 12:00:00 AM,Columbia University Medical Center,4,35,10,28
578,9/12/2016 12:00:00 AM,Columbia University Medical Center,6,37,7,18
579,9/13/2016 12:00:00 AM,Columbia University Medical Center,41,44,15,24
580,9/14/2016 12:00:00 AM,Columbia University Medical Center,1,87,16,39
581,9/15/2016 12:00:00 AM,Columbia University Medical Center,24,34,4,15
582,9/16/2016 12:00:00 AM,Columbia University Medical Center,23,38,9,29
583,9/17/2016 12:00:00 AM,Columbia University Medical Center,57,34,10,19
584,9/18/2016 12:00:00 AM,Columbia University Medical Center,45,31,12,34
585,9/19/2016 12:00:00 AM,Columbia University Medical Center,16,25,11,28
586,9/20/2016 12:00:00 AM,Columbia University Medical Center,9,34,12,32
587,9/21/2016 12:00:00 AM,Columbia University Medical Center,4,46,13,35
588,9/22/2016 12:00:00 AM,Columbia University Medical Center,10,54,12,31
589,9/23/2016 12:00:00 AM,Columbia University Medical Center,30,93,21,49
590,9/24/2016 12:00:00 AM,Columbia University Medical Center,55,31,6,15
591,9/25/2016 12:00:00 AM,Columbia University Medical Center,46,33,5,18
592,9/26/2016 12:00:00 AM,Columbia University Medical Center,60,44,10,21
593,9/27/2016 12:00:00 AM,Columbia University Medical Center,42,39,11,31
594,9/28/2016 12:00:00 AM,Columbia University Medical Center,52,30,13,34
595,9/29/2016 12:00:00 AM,Columbia University Medical Center,0,29,11,22
596,9/30/2016 12:00:00 AM,Columbia University Medical Center,16,23,8,22
597,10/1/2016 12:00:00 AM,Columbia University Medical Center,11,22,3,13
598,10/2/2016 12:00:00 AM,Columbia University Medical Center,1,17,7,27
599,10/3/2016 12:00:00 AM,Columbia University Medical Center,22,29,16,52
600,10/4/2016 12:00:00 AM,Columbia University Medical Center,47,28,10,30
601,10/5/2016 12:00:00 AM,Columbia University Medical Center,48,31,12,27
602,10/6/2016 12:00:00 AM,Columbia University Medical Center,42,41,21,41
603,10/7/2016 12:00:00 AM,Columbia University Medical Center,42,48,23,47
604,10/8/2016 12:00:00 AM,Columbia University Medical Center,2,26,12,36
605,10/9/2016 12:00:00 AM,Columbia University Medical Center,10,21,6,16
606,10/10/2016 12:00:00 AM,Columbia University Medical Center,59,31,5,19
607,10/11/2016 12:00:00 AM,Columbia University Medical Center,19,27,9,25
608,10/12/2016 12:00:00 AM,Columbia University Medical Center,14,32,12,35
609,10/13/2016 12:00:00 AM,Columbia University Medical Center,40,23,16,38
610,10/14/2016 12:00:00 AM,Columbia University Medical Center,44,28,7,21
611,10/15/2016 12:00:00 AM,Columbia University Medical Center,17,39,8,22
612,10/16/2016 12:00:00 AM,Columbia University Medical Center,42,40,13,33
613,10/17/2016 12:00:00 AM,Columbia University Medical Center,4,45,22,58
614,10/18/2016 12:00:00 AM,Columbia University Medical Center,9,43,30,63
615,10/19/2016 12:00:00 AM,Columbia University Medical Center,27,40,15,39
616,10/20/2016 12:00:00 AM,Columbia University Medical Center,38,33,26,63
617,10/21/2016 12:00:00 AM,Columbia University Medical Center,28,23,NA,37
618,10/22/2016 12:00:00 AM,Columbia University Medical Center,45,23,3,15
619,10/23/2016 12:00:00 AM,Columbia University Medical Center,5,31,6,24
620,10/24/2016 12:00:00 AM,Columbia University Medical Center,31,32,9,32
621,10/25/2016 12:00:00 AM,Columbia University Medical Center,9,25,6,32
622,10/26/2016 12:00:00 AM,Columbia University Medical Center,3,27,9,19
623,10/27/2016 12:00:00 AM,Columbia University Medical Center,1,33,7,27
624,10/28/2016 12:00:00 AM,Columbia University Medical Center,43,24,5,20
625,10/29/2016 12:00:00 AM,Columbia University Medical Center,9,32,13,36
626,10/30/2016 12:00:00 AM,Columbia University Medical Center,63,39,17,56
627,10/31/2016 12:00:00 AM,Columbia University Medical Center,29,26,5,20
628,11/1/2016 12:00:00 AM,Columbia University Medical Center,53,31,12,39
629,11/2/2016 12:00:00 AM,Columbia University Medical Center,28,21,23,52
630,11/3/2016 12:00:00 AM,Columbia University Medical Center,43,30,28,60
631,11/4/2016 12:00:00 AM,Columbia University Medical Center,3,31,6,24
632,11/5/2016 12:00:00 AM,Columbia University Medical Center,17,29,9,34
633,11/6/2016 12:00:00 AM,Columbia University Medical Center,43,28,6,26
634,11/7/2016 12:00:00 AM,Columbia University Medical Center,8,23,7,29
635,11/8/2016 12:00:00 AM,Columbia University Medical Center,19,24,19,47
636,11/9/2016 12:00:00 AM,Columbia University Medical Center,45,19,16,56
637,11/10/2016 12:00:00 AM,Columbia University Medical Center,36,26,6,24
638,11/11/2016 12:00:00 AM,Columbia University Medical Center,34,31,9,31
639,11/12/2016 12:00:00 AM,Columbia University Medical Center,1,32,6,25
640,11/13/2016 12:00:00 AM,Columbia University Medical Center,9,36,9,45
641,11/14/2016 12:00:00 AM,Columbia University Medical Center,1,26,20,53
642,11/15/2016 12:00:00 AM,Columbia University Medical Center,8,26,10,41
643,11/16/2016 12:00:00 AM,Columbia University Medical Center,15,33,17,53
644,11/17/2016 12:00:00 AM,Columbia University Medical Center,9,31,15,54
645,11/18/2016 12:00:00 AM,Columbia University Medical Center,20,22,14,62
646,11/19/2016 12:00:00 AM,Columbia University Medical Center,0,29,15,45
647,11/20/2016 12:00:00 AM,Columbia University Medical Center,29,39,NA,18
648,11/21/2016 12:00:00 AM,Columbia University Medical Center,5,35,2,23
649,11/22/2016 12:00:00 AM,Columbia University Medical Center,27,31,3,33
650,11/23/2016 12:00:00 AM,Columbia University Medical Center,1,31,6,33
