skill,Cloud Computing,Accelerated Project Results,Analytics and business intelligence,Application Modernization,Big Data,Collaboration technologies workflow,CRM,DevOps,ERP Applications,IT department leadership in innovation.using new technology,Mobile technologies,Security,Virtualization,Web 2.0,Augmented Reality,Wearable Computing,3D Printing,Personal Cloud,Digital Banking,Smart Cities,Telematics,Internet of Things,Desktop Applications Specialist,Leadership,Technical Analyst,Desktop Security Specialist,Network Engineer,Project Management,Database Specialist,Legacy Programmer,Systems Engineer,Web Developer
birt,0,0,0.013927577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitbucket,0,0,0,0,0,0.010670732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitmap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackberry,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0.017948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blazeds,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blob,0.020689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
block-cipher,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blowfish,0,0,0,0,0,0,0,0,0,0,0,0.002816901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bots,0,0,0.013927577,0,0,0,0,0,0,0,0,0.005377721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bouncycastle,0,0,0,0,0,0,0,0,0,0,0,0.014852753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box-api,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box2d,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bpel,0,0,0,0,0,0.013719512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bpm,0,0,0,0,0,0.054878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012110727,0.03960396,0.03125,0.181818182,0,0.013574661,0.022222222,0.006253909,0,0.028037383
bpmn,0,0,0,0,0,0.022865854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006920415,0.00990099,0,0,0,0.004524887,0,0.001876173,0,0
branching-and-merging,0,0,0,0,0,0.019817073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breeze,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bridge_business_stakeholders,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bright,0.002298851,0.005747126,0,0,0,0,0,0,0,0.008264463,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
browser-security,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brute-force,0,0,0,0,0,0,0,0,0,0,0,0.012804097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buffer-overflow,0,0,0,0,0,0,0,0,0,0,0,0.015364917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bug-tracking,0,0,0,0,0,0.007621951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
building_financial_services_platform,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
build_national_information_infrastructure,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business-logic,0,0,0,0,0,0.007621951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business-objects,0,0,0.061281337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business-rules,0,0,0,0,0,0.007621951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_acumen,0.006896552,0,0,0.017241379,0,0,0.000958773,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0.020761246,0.465346535,0.0625,0.454545455,0.040816327,0.067873303,0.044444444,0.030644153,0.020408163,0.014018692
business_administration,0.004597701,0.005747126,0,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_analysts,0.006896552,0.005747126,0.005571031,0,0.004048583,0,0.000958773,0.018181818,0.036363636,0.024793388,0.000339213,0,0,0.042553191,0,0,0,0,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0
business_applications,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0.238095238,0.047619048,0,0,0,0,0,0,0,0,0,0,0
business_development,0.011494253,0,0,0,0.004048583,0,0.000958773,0,0,0.041322314,0,0,0,0,0,0,0,0,0,0,0,0,0.019031142,0.207920792,0.03125,0.090909091,0.020408163,0.045248869,0.022222222,0.028142589,0.020408163,0.014018692
business_goals,0.013793103,0,0,0,0,0,0,0,0,0.049586777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_goals_ability_understand,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_intelligence,0,0.002873563,0.08913649,0.051724138,0.008097166,0,0,0,0.054545455,0,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0.004950495,0,0,0,0.004524887,0.044444444,0.003126954,0,0.004672897
business_objectives,0.009195402,0,0.002785515,0.034482759,0,0,0,0,0,0.033057851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_problems,0.002298851,0,0.013927577,0.017241379,0.008097166,0,0,0,0,0.008264463,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_processes,0.011494253,0.002873563,0.005571031,0.017241379,0,0,0,0,0.054545455,0.041322314,0.000339213,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_processes_datadriven_analysis,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_process_design,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_requirements,0.013793103,0.002873563,0.005571031,0.120689655,0,0,0,0,0.072727273,0.049586777,0.000339213,0,0,0.085106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_results,0.011494253,0,0,0.017241379,0,0,0,0,0,0.041322314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_solutions,0.011494253,0.002873563,0.005571031,0,0,0.00304878,0,0,0,0.041322314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_technical,0.004597701,0,0.002785515,0.017241379,0.004048583,0,0,0,0.018181818,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business_technology,0.002298851,0,0.002785515,0.034482759,0,0,0,0,0,0.008264463,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,0,0,0,0,0,0,0,0,0,0,0.007123474,0.062227913,0.078341014,0,0.007692308,0,0,0,0,0,0,0,0.02249135,0.012376238,0.125,0.113636364,0.005102041,0.013574661,0.061111111,0.016260163,0.025510204,0.078271028
c#,0.245977011,0.063218391,0.072423398,0,0.032388664,0.330792683,0.084372004,0,0.218181818,0,0.101424695,0.451984635,0.290322581,0,0.046153846,0,0,0,0,0,0,0,0.038062284,0.024752475,0.03125,0.090909091,0,0,0.2,0.039399625,0.020408163,0.289719626
c++,0.043678161,0,0,0,0.048582996,0.018292683,0,0,0,0,0.03256445,0.060435339,0.082949309,0,0.058974359,0,0,0,0,0,0,0,0.030565168,0.01320132,0.166666667,0.090909091,0.006802721,0.012066365,0.022222222,0.016260163,0.020408163,0.141744548
cab,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cac,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caching,0.016091954,0,0,0,0,0,0,0,0,0,0,0.01049936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cakephp,0,0,0,0,0,0,0,0,0,0,0.003731343,0.02893726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera-calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cancan,0,0,0,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capistrano,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
captcha,0,0,0,0,0,0,0,0,0,0,0,0.016133163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cas,0,0,0,0,0,0,0,0,0,0,0,0.01049936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cassandra,0.016091954,0,0.025069638,0,0.133603239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079365079,0,0,0,0,0,0,0,0,0,0,0
cdn,0.029885057,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cellid,0,0,0,0,0,0,0,0,0,0,0.002035278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centos,0.011494253,0,0,0,0,0,0,0,0,0,0,0.005377721,0.036866359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
certificate-authority,0,0,0,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
certificates,0,0,0,0,0,0,0,0,0,0,0,0.009731114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgi,0,0,0,0,0,0,0,0,0,0,0,0.006145967,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0.40625,0.090909091,0,0,0.044444444,0.000625,0.06122449,0.03271028
challenging_stimulating_work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126760563,0,0,0,0,0,0,0,0,0,0,0,0,0
champion,0.006896552,0,0.002785515,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
change_management,0.009195402,0.005747126,0.005571031,0,0,0,0.000958773,0,0.072727273,0.033057851,0.000339213,0,0.004608295,0,0,0,0,0,0,0,0,0,0.053633218,0.381188119,0.03125,0.636363636,0.081632653,0.21719457,0.044444444,0.033145716,0.020408163,0.018691589
changing_environment,0,0,0,0,0,0,0,0.036363636,0,0,0,0,0,0,0,0.043478261,0,0,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0
chef,0,0,0,0,0,0,0,0.290909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chef_puppet,0,0,0,0,0,0,0,0.218181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chmod,0,0,0,0,0,0,0,0,0,0,0,0.005377721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chroot,0,0,0,0,0,0,0,0,0,0,0,0.002304738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cisco,0,0,0,0,0,0.025914634,0,0,0,0,0,0,0.01843318,0,0,0,0,0,0,0,0,0,0.010034602,0.007920792,0,0.2,0.493877551,0.009954751,0.008888889,0.005253283,0.004081633,0.001869159
citrix,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0.110599078,0,0,0,0,0,0,0,0,0,0.012975779,0.003712871,0,0.159090909,0.040816327,0.007918552,0.005555556,0.012195122,0.015306122,0
claims-based-identity,0,0,0,0,0,0,0,0,0,0,0,0.00793854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clearly_communicate,0.004597701,0.002873563,0,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
client-server,0.013793103,0,0,0,0,0,0,0,0,0,0.004070556,0.012035851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
client-side,0,0,0,0,0,0,0,0,0,0,0,0.008194622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
client_facing,0.002298851,0,0,0.068965517,0,0,0,0,0.018181818,0.008264463,0.000339213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
client_perspectives,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
client_user_requirements,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cllocationmanager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clojure,0,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud,0,0,0,0,0,0,0,0.490909091,0,0,0,0,0,0,0.002564103,0.086956522,0,0.8,0,0,0.047619048,0.52173913,0,0,0,0,0,0,0,0,0,0
cloud-hosting,0.225287356,0,0,0,0,0,0,0,0,0,0,0.00128041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud-platform,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud-storage,0.029885057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudera,0.018390805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudfoundry,0.050574713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud_based,0,0,0,0,0,0,0,0.127272727,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0.015873016,0.130434783,0,0,0,0,0,0,0,0,0,0
cloud_computing,0.002298851,0,0.002785515,0.051724138,0.105263158,0.00304878,0.003835091,0.581818182,0.018181818,0.008264463,0.009158752,0.009731114,0.202764977,0.021276596,0,0,0,0.133333333,0,0,0,0,0.008650519,0.00990099,0,0,0.040816327,0,0,0.000625,0,0.009345794
clr,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster-computing,0.064367816,0,0,0,0.020242915,0,0,0,0,0,0,0,0.02764977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmmotionmanager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coach,0.002298851,0.017241379,0.005571031,0,0,0,0.000958773,0,0,0.008264463,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coaching,0.006896552,0.00862069,0.002785515,0,0,0.00152439,0.001917546,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0.012110727,0.079207921,0,0.181818182,0,0.031674208,0,0.005003127,0.020408163,0.014018692
cocoa,0,0,0,0,0,0,0,0,0,0,0.001696065,0.012548015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cocoa-touch,0,0,0,0,0,0,0,0,0,0,0.002374491,0.004353393,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cocos2d-iphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cocos3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
code-access-security,0,0,0,0,0,0,0,0,0,0,0,0.017669654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
code-analysis,0,0,0.013927577,0,0,0,0,0,0,0,0,0.001792574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
code-injection,0,0,0,0,0,0,0,0,0,0,0,0.008450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
code-review,0,0,0,0,0,0,0,0,0,0,0,0.003329065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
code-signing,0,0,0,0,0,0,0,0,0,0,0,0.006914213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codeigniter,0,0,0,0,0,0,0,0,0,0,0.007123474,0.037131882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cognos,0,0,0.036211699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017301038,0.004950495,0.0625,0,0,0.009049774,0.111111111,0.008755472,0,0.018691589
coldfusion,0,0,0,0,0,0,0,0,0,0,0,0.007682458,0,0,0,0,0,0,0,0,0,0,0.005190311,0,0.28125,0,0,0.004524887,0,0.001250782,0.020408163,0.014018692
collaboration_skills,0.002298851,0.005747126,0,0.017241379,0,0.007621951,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collaborative,0.009195402,0.005747126,0,0,0.012145749,0.015243902,0.001917546,0.054545455,0,0.033057851,0.000339213,0,0,0,0.005128205,0.043478261,0,0,0.14084507,0,0,0.043478261,0.001730104,0.004950495,0.09375,0.227272728,0.030612245,0,0,0.004065041,0.010204082,0
collada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comfort_document_creation,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
communicate_effectively,0.004597701,0.002873563,0.002785515,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
communication_skills,0.032183908,0.014367816,0.022284123,0.137931034,0.012145749,0.004573171,0.005752637,0.436363636,0.145454545,0.115702479,0.000678426,0.000768246,0.01843318,0.14893617,0.01025641,0,0.428571429,0.133333333,0.197183099,0.142857143,0.142857143,0.260869565,0,0,0,0,0,0,0,0,0,0
company_enthusiasm,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
company_focused,0.002298851,0,0,0,0,0.00304878,0,0,0,0.008264463,0,0.000256082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
company_shaping_mobile_banking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098591549,0,0,0,0,0,0,0,0,0,0,0,0,0
compass-geolocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
competitive,0.011494253,0,0.008356546,0.051724138,0.008097166,0.00152439,0,0.090909091,0,0.041322314,0.000678426,0,0.004608295,0,0,0.043478261,0,0,0,0,0.047619048,0.086956522,0,0,0,0,0,0,0,0,0,0
compilation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
complex_projects,0,0.005747126,0.008356546,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
complex_software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0
complex_systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0
complex_technical_projects,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
computer-science,0.006896552,0.00862069,0.005571031,0.086206897,0.044534413,0.007621951,0,0.145454545,0.090909091,0.024793388,0.002374491,0.003072983,0.013824885,0.106382979,0.020512821,0.260869565,0.142857143,0.2,0.169014085,0.095238095,0.126984127,0.347826087,0,0,0,0,0,0,0,0,0,0
computer-vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082051282,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
computer_engineering,0,0.005747126,0,0,0,0,0,0.018181818,0,0,0,0.001024328,0,0,0.002564103,0.043478261,0,0,0.014084507,0,0.015873016,0.086956522,0,0,0,0,0,0,0,0,0,0
computer_science_electrical_engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0.173913043,0,0,0,0.095238095,0.063492063,0,0,0,0,0,0,0,0,0,0,0
computer_science_engineering,0,0,0,0,0,0,0,0.054545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,0,0,0
computer_science_information_systems,0,0,0,0.051724138,0,0,0,0,0,0,0,0,0.004608295,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
computer_skills,0.004597701,0,0,0,0,0,0,0,0.018181818,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concepts_poc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0
concept_analysis,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concept_analysis_design,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concept_analysis_design_execution,0.006896552,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concurrency,0.027586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
configuration_management,0,0,0,0,0,0,0,0.290909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006055364,0.002475248,0.359375,0,0,0.011312218,0,0.001250782,0,0
connected_devices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0.173913043,0,0,0,0,0,0,0,0,0,0
construct_online_mobile_solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14084507,0,0,0,0,0,0,0,0,0,0,0,0,0
consultant,0.020689655,0,0.002785515,0.189655172,0.008097166,0.007621951,0.005752637,0,0.018181818,0.074380165,0.001696065,0.000256082,0.02764977,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consulting,0,0,0,0,0,0,0,0.072727273,0,0,0,0,0,0,0,0,0,0,0,0,0.079365079,0,0,0,0,0,0,0,0,0,0,0
consumer_insights,0.022988506,0,0,0,0,0,0,0,0,0.082644628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
content-management-system,0,0,0,0,0,0.022865854,0.005752637,0,0,0,0.004409769,0.006402049,0,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
content-security-policy,0,0,0,0,0,0,0,0,0,0,0,0.002048656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
context,0,0,0,0,0,0,0,0,0,0,0,0.002560819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
continuous-integration,0,0,0,0,0,0.015243902,0,0.327272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
continuously_innovating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154929577,0,0,0,0,0,0,0,0,0,0,0,0,0
contributor,0.002298851,0,0.002785515,0.051724138,0.004048583,0.00304878,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coordinate-transformation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coordinates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coordinate_performance_analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0
copy-protection,0,0,0,0,0,0,0,0,0,0,0,0.003585147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cordova,0,0,0,0,0,0,0,0,0,0,0.055630936,0.004097311,0,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core-location,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core-motion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corona,0,0,0,0,0,0,0,0,0,0,0.007462687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coronasdk,0,0,0,0,0,0,0,0,0,0,0.004409769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cors,0,0,0,0,0,0,0,0,0,0,0,0.004353393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
